TopNow,RankType,DownloadNum,From,RunningType,ChannelID,GameType,Summary,DownloadURL,PlatForm,VersionID,Score,HotTrend,WebURL,WeekDownload,CompanyName,GetTime,GameName,Hot,PackageSize,iConURL
539,11,69201,1,δ֪,4,网游RPG,"★★2014年度玄幻仙侠ARPG手游大作★★
★★持神器，携萌宠，坐神兽，一统江湖霸业★★
★★注册大礼等你拿，首充奖励让你hold不住★★

【游戏简介】
★★《剑侠奇缘OL》玄幻巅峰大作今日火爆开服★★
    百年前，江湖混乱，厮杀不止。外族借此内乱之际大举入侵，欲夺我大好山河。神州大地正面临着前所未有的巨大危机！
    在风雨飘摇的时代，《剑侠奇缘OL》让我们在乱世之中守护最爱的人，寻找心中的正道！

【游戏特色】
※ 精致瑰丽的中国古典场景，创新的划屏即时战斗新体验；
※ 华丽的坐骑，刺激的副本，爆萌宠物独特养成；
※ 丰富多彩的功法设定，畅快淋漓的战斗享受；
※ 激烈PK，给玩家一个刺激的万人竞技舞台！

客服电话：800089273
客服微信：37手游精灵
玩家交流群：335258447

【精彩活动】
    精彩活动火爆开启，海量元宝免费领取，极品萌宠无限送！六大神级活动助你称霸武林！
1.七天免费登陆礼包，超级萌宠、史诗法宝、极品装备样样俱备！
2.价值2888元宝的首充大礼包，内含极品伙伴和紫色史诗装备！
3.冲级排行榜，只要升级即可获得千元大礼包！
4.战力排行榜，独孤求败，只有你可称霸武林！
5.萌动坐骑心，史诗坐骑爆放送！
6.炫酷时装限时5折销售，只有7天，机不可失哦！",http://file.market.xiaomi.com/download/AppStore/defcc2b2-909f-4407-a3a7-d53c8676669a/com.zhiwan.jxqy.sq.mi.apk,1,1.28,2,δ֪,δ֪,δ֪,广州三七网络科技有限公司,2015-01-05 20:00,剑侠奇缘OL,0,106.92M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/5b23f6a1-7406-4b35-88a4-71cb72e9bc28
540,11,62630,1,δ֪,4,网游RPG,《抓住魔王》是一款RPG与RTS（即时战略）为一体的卡通风格类游戏，玩家在游戏中扮演勇敢的英雄营救被困公主，带领军团与恶魔展开殊死搏战。其游戏故事背景大气紧凑，画质感极强。丰富的多元化玩法使游戏更锦山添花。部落发展、奴隶系统、佣兵培养、战术搭配给予玩家更多发展的可能性，力求带给玩家们一次全新的冒险体验。,http://file.market.xiaomi.com/download/AppStore/dc722495-6223-4ac6-89d3-c1f3fe160522/com.cdzh.wooha.mi.apk,1,1.0,4.5,δ֪,δ֪,δ֪,杭州渡口网络科技有限公司,2015-01-05 20:00,抓住魔王-送小米4米pad,0,62.41M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/18d330c0-e132-4477-ac5e-f1434f6b6e65
521,9,2219112,1,δ֪,4,飞行空战,"本应用来自百度。
你刚考上世界上最好的飞行学校，在那里所有的尖子培训。 
你将成为历史上最优秀的飞行员？ 
从中加入最好的尖子队伍并和他们竞争。只能有一个顶层王牌。",http://i1.market.mi-img.com/download/AppStore/fcbe8763-4208-4f19-b652-5ce9fd9b6c85/com.echoboom.minidogfight.apk,1,1.0.5,4.5,δ֪,δ֪,δ֪,Echoboom Apps,2015-01-05 20:00,迷你飞行,0,44.68M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/572af57e-e8c0-4631-b0df-f64c36a19264
522,9,100479,1,δ֪,4,跑酷闯关,"韩流先锋，官方原版，全明星阵容。
独创撕名牌，亲身体验Runningman经典游戏。
游戏简介：
Runningman官方授权手游，全球首发，震撼上线。
干净利落的操作，身手敏捷的反应，一起来帮助Runningman保住名牌，继续存活。
途中更有许多未知的惊喜，等你来探索。
撕贴纸哪家强，Runningman里找答案。",http://i5.market.mi-img.com/download/AppStore/0d9faf40f44e14b512d90798e1d2397b589ed03f1/com.gippie.runningman.xiaomi.apk,1,1.1.0,3,δ֪,δ֪,δ֪,上海吉沛网络科技有限公司,2015-01-05 20:00,RunningMan,0,32.53M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/0622304dffe1c458c31e6773c9b4f93b20361dca3
523,9,27250,1,δ֪,4,儿童益智,"圣诞节来了，快给芭比换一套漂亮的圣诞装吧！

经典换装游戏，大大简化操作，更加适合儿童！

大量漂亮的衣服和饰品，随心所欲搭配，做最美丽的自己。",http://i5.market.mi-img.com/download/AppStore/0b707589a74b8f80005859d2b914b9cc9a6424e6e/air.com.colorweddinggames.santagirlchristmasnightpraimeng.apk,1,1.0.0,0,δ֪,δ֪,δ֪,深圳市乐品商贸有限公司,2015-01-05 20:00,芭比圣诞换装,0,12.42M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/06c06a4d6961d40ae2910d75e4391a4f3202e202b
524,9,1930106,1,δ֪,4,格斗快打,"您是否还记得曾经肩搭着肩和好朋友好兄弟一起去玩游戏的时光，您是否还记得自己一个人晚上作业写了一半偷偷拿游戏机玩游戏的时光，您又是否还记得曾经废寝忘食的拿着手柄对着电视机和游戏机不懈奋战的时光...好多好多过去，为了大家那些忘不了的过去，好东西来啦，合金弹头经典加强版，绝对让你爱不释手，只要拿起你的手机，就能玩到天翻地覆，日夜无光，还是那些人物，还是那些绝招，还是那个味道，改变的只是年龄，不变的是那份感觉，来吧，大家一起玩这个给力版的合金弹头吧。
如何开始游戏？
在游戏界面正中间下方有半透明开始按钮，别忘记哦。",http://file.market.xiaomi.com/download/AppStore/cc92a25f-636a-4b79-ad41-31fbb5d90603/com.xuegames.hjdtsuperapps.apk,1,1.11.42,3,δ֪,δ֪,δ֪,720团队,2015-01-05 20:00,合金弹头无限币,0,21.81M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/5b3e0822-bcbc-422b-9b95-34f98a158148
525,9,515992,1,δ֪,4,网游RPG,"俏皮可爱的皮卡丘，霸气侧漏的水箭龟，实力超强的超梦，是否也曾带给过你无数的欢乐和回忆?首款国民级3D宠物对战手游《口袋妖怪》（3D·送皮卡丘）火爆来袭！！
本作100%还原了宠物抓捕、培养和进化，图鉴收集、挑战切磋、联盟冠军争夺等经典系统，还增加了全新的宠物装备，驱赶火箭队，精灵修炼等丰富的特色玩法，让大家在回味经典的同时，又能感受更多的游戏乐趣。
原汁原味的故事、音乐，唤醒曾经的感动！最真挚的感情、最给力的宠物小精灵，尽在《口袋妖怪》手游！",http://file.market.xiaomi.com/download/AppStore/0e4e83c9-e0cb-41a9-ae49-9d5236d1487f/com.trenddna.mi.apk,1,1.5.1,4,δ֪,δ֪,δ֪,天津天空创想科技有限公司,2015-01-05 20:00,口袋妖怪-送皮卡丘,0,89.86M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/b9906c96-ce4e-4b4f-a00c-cc53b5bf3365
526,9,3828109,1,δ֪,4,飞行空战,经典雷电豪华升级版，全5星好评！舒适触屏体验，HD震撼画面！驾驶变形机器人，大战异型飞船！超级华丽BOSS战，火爆空战精彩纷呈！,http://i2.market.mi-img.com/download/d05/6a96f9078512f975be1e94a9d2fff87a9df08dd4/a5game.leidian2.apk,1,1.01.00,1.5,δ֪,δ֪,δ֪,北京爱乐游信息技术有限公司,2015-01-05 20:00,雷霆战机2(完美版),0,11.33M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/b5b/8c38c2590b3543153f592531b9fef612cd7a7446
527,9,156514,1,δ֪,4,儿童益智,"家长们担心，因为他们的孩子不习惯于使用马桶或者不知道如何使用它。在“孩子如厕训练”的游戏教以清晰和有趣的方式如厕训练。它是专为通过可爱的图形和声音的孩子，展现现实生活的情况。它会引导你的孩子对发展的正确如厕的习惯。 
如厕教学技能的任何儿童可能更容易，更紧张的时候视觉支持，如社会故事和孩子们的游戏中使用。 “孩子如厕训练”，解释准确如厕的信息，并确保你的孩子会知道，从厕所的训练会发生什么。 
儿童厕所训练的小游戏也教孩子字母从A到Z 
儿童如厕训练的特点： 
==>完美的应用程序为您的孩子如厕训练！ 
==>友情和最点说明促进学习，使过程更加轻松有趣。 
==>交互设计：旨在满足孩子的好奇心。 
==>简单和儿童友好的游戏 
==>说教游戏概念：它逐步培养良好的习惯，并教导正确的行为，因此家长不必担心小家伙们不使用厕所正常。 
==>迷你游戏来学习字母，还有更多的事情
下载这个有趣的和令人上瘾的，现在孩子的游戏！         ",http://i5.market.mi-img.com/download/AppStore/0abbcc46187fb485b388161897bb0ee472e2a4269/com.ertong.xuexishangcesuo.apk,1,3.4,3,δ֪,δ֪,δ֪,yinhaitao3f,2015-01-05 20:00,儿童学上厕所,0,17.13M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/8361bdec-5add-466e-ac97-c982664eae54
528,9,746129,1,δ֪,4,跑酷闯关,"一款类似神庙逃亡的跑酷游戏，游戏有着全3D的画面，破败遗迹的凄凉与神秘感做得非常出色。游戏采用触摸手势与重力感应结合的操作方式，左右晃动手机来左右移动，而跳跃、倒地滑行、90度转弯等动作则通过触摸手势来实现。

主角的身后有大批怪物追逐，而前方的道路则危险重重，你需要跳过火焰，躲过陷阱，越过断崖，并努力收集所有的金币。游戏的节奏非常之快，让人始终处于高度紧张状态，十分惊险刺激。

喜欢跑酷又喜欢惊险刺激的你，还等什么呢？快点体验吧！",http://i2.market.mi-img.com/download/d6b/74fc16652bea026c17a386e6d9d251f674bafc73/com.magicbone.pyramidrun.apk,1,1.0,2,δ֪,δ֪,δ֪,gpworks,2015-01-05 20:00,金字塔逃亡,0,15.17M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/871/67b45279314d55bf9f4ba8ca80dca94dff2f74de
529,9,8262358,1,δ֪,4,赛车体育,"《3D终极狂飙II》高清版，经典赛车游戏中一部闪耀夺目的精品大作！全球最流畅真3D赛车Android游戏，三千万玩家鼎力推荐，无需额外数据包，完美支持所有手机哟！游戏内云集了各款经典豪车，精美的画面、丰富的道具、变幻莫测的赛道战场，令玩家深深的陶醉在超爽的竞速体验之中！快发动引擎！轻松玩转，让我们尽情陶醉在超爽的竞速体验之中！免费试玩，还不马上体验！

游戏特点：
1、真3D精美画面，且系统资源消耗极小，运行流畅，适用机型范围广泛；
2、游戏比赛模式丰富多样，多种比赛模式可选；
3、赛道场景多变，多种车型可选；
4、重力感应、触屏操作模式可选；
5、丰富道具设计，趣味性强；
6、幸运大抽奖，定时领取神秘奖励，手机、话费、积分每日不限量；
7、四张大地图免费开放，带你驾驭着豪车领略不一样的异域风情；",http://i1.market.mi-img.com/download/AppStore/e27a72fa-3ef2-4208-b0e9-594b4c615986/com.sxiaoao.car3d2.apk,1,2.9.908,3.5,δ֪,δ֪,δ֪,北京中科奥科技有限公司,2015-01-05 20:00,3D终极狂飙2-高清版,0,9.18M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/300f347a-fb06-4f94-9705-6311379218eb
530,9,3106371,1,δ֪,4,休闲创意,"《庞然巨物：世界大威胁》讲述了最强大的巨型生物对人类发动战争的故事。但这一次 - 你必须扮演这巨物！操控巨型蛇形机器人轻松摧毁多座城市，并随着战斗的进行打造出最可怕的终极武器。你的目标很简单：摧毁一切！

构建并打造“庞然巨物”击溃强大的大胡子将军和他的军队。随着看似压倒性数量的坦克、吊臂车甚至空中轰炸机群不断袭向“庞然巨物”，战斗将越发惨烈！

获胜的关键是通过连接出现的彩色能量块构建“庞然巨物”。不同的颜色和可解锁的部件能相互组合，形成更庞大的强化武器和更具威力的能量块，组合可达数千种。使用你手中掌握的一切，成为终极“庞然巨物”战略家！
混战将通过 Action News 6 直升机进行现场直播，包含来自里克?道尔顿和凯蒂?哈泽德的常规故事更新。随着激战在全球范围内持续展开，附加损害计数器监控你的进度。

《庞然巨物：世界大威胁》是一款极速、刺激且无法罢手的动作类游戏。战斗一触即发！",http://i1.market.mi-img.com/download/AppStore/52f1ca95-b58a-45b3-a16a-b961e02860f0/com.halfbrick.colossatron.apk,1,1.0.6,4.5,δ֪,δ֪,δ֪,Halfbrick Studios,2015-01-05 20:00,庞然巨物,0,42.88M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/e6d601cf-e221-4ac5-b088-ad14bb706c0e
531,9,296299,1,δ֪,4,飞行空战,《霹雳战机》是一场弹幕的“饕餮盛宴”！完美手感，HD画质，FPS60极致流畅体验！6架主机、50种敌人、上千华丽弹幕！加上国内一线声优的全程语音陪伴！驰骋巅峰宇宙，大战一触即发！,http://i5.market.mi-img.com/download/AppStore/53236e55-70b9-41c3-827d-95165617c8d4/com.a5game.leidian3_mmqiang.apk,1,1.00.01,4,δ֪,δ֪,δ֪,北京巨摩科技有限公司,2015-01-05 20:00,霹雳战机-战神版,0,17.07M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/be846135-52d6-4937-8adf-a4eb09d46cc4
532,9,2211408,1,δ֪,4,跑酷闯关,"本应用来自百度。
一款跑酷游戏，玩家通过摇动手机及触屏来控制老奶奶的向前狂奔，中途有各种障碍，另外还有金币，跑的越远分数越高。
看到这款游戏，很显然又是最近很火爆的奔跑逃脱游戏，愤怒的老奶奶也快搞成一个系列了，背景音乐都一样，但很好听，游戏的玩法就不多说了，是个人都会玩的。",http://i5.market.mi-img.com/download/AppStore/c61bddd4-adca-4c81-8d73-00d9c1c4a122/com.aceviral.angrygranrun.apk,1,1.13.0,4,δ֪,δ֪,δ֪,Ace Viral,2015-01-05 20:00,愤怒的老奶奶跑酷,0,26.84M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/87295e92-376b-40d9-b9f9-b7cebe5394b6
533,9,1811305,1,δ֪,4,休闲创意,"本应用来自百度。
《剪扣子（Buttons and Scissors）》是一款益智消除游戏，关卡中有很多颜色的扣子，每次只能剪在同一直线上同一颜色的扣子，你的任务就是把扣子全部剪完。",http://i5.market.mi-img.com/download/AppStore/fe62639d-8527-4746-a8e2-5e0dad243f04/com.kyworks.buttonsandscissors.inapp.apk,1,1.6.1,4.5,δ֪,δ֪,δ֪,KyWorks,2015-01-05 20:00,剪扣子 Buttons and Scissors,0,10.55M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/536a02ff-f7de-46a7-a3f1-99f487348d0f
534,9,1739028,1,δ֪,4,跑酷闯关,"小米跑跑是全球首款多人实时对战同屏3D跑酷类游戏，Q版的画风还有搞笑卖萌的动作！
角色作为城市的守卫者，需要躲避街上的各种障碍，沿途斩杀致命的恶魔，并且在躲避障碍的同时不断的斩杀恶魔，使自己获得额外的combo积分并利用恶魔的魂魄来触发自己的技能！
实时对战模式下可以拾取地图中的道具，并使用道具陷害你的对手！然后对他说“胜利是属于我的！”
手指在屏幕上、下、左、右滑动，来控制角色跳跃、下滚、左移、右移，双击屏幕任意位置使用道具！
时装可以增加角色属性，在相同的模式下选择不同的技能会有意想不到的效果，升级符文可以让你获得更多的经验和金币！",http://i2.market.mi-img.com/download/AppStore/bc74a3b7-4e02-4096-9653-b377c46d552c/com.haowan123.qumopaopao.mi.apk,1,1.15.0,3.5,δ֪,δ֪,δ֪,成都好玩一二三科技有限公司,2015-01-05 20:00,小米跑跑,0,76.07M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/8524f5ec-1dbf-4f96-a6bc-682f2927f118
535,9,1897794,1,δ֪,4,休闲创意,"本应用来自百度。
《窒息隧道 Tunnel Trouble》是一款挑战反应力的休闲类游戏。驾驶你的船通过神奇的虚拟隧道吧，这种容易上瘾的游戏会让你爱不释手的。游戏的玩法简单，只需通过控制屏幕中的虚拟按键来保证飞船顺利飞过隧道中无尽的障碍即可。游戏拥有25种美丽的科幻主题与多种游戏模式，是你在休闲时期的好选择！",http://i1.market.mi-img.com/download/AppStore/4d2b7be0-1c72-468d-a067-045266b51f00/com.jaizee.tunnelvision.apk,1,1.3.7,4.5,δ֪,δ֪,δ֪,jaizee,2015-01-05 20:00,窒息隧道,0,33.62M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/aa93b10f-b0e5-4ed8-8496-aa5f6f5c05e7
536,9,4065317,1,δ֪,4,跑酷闯关,"超级玛丽绝对是一款经典到无法再经典的超级玛丽游戏！
该版本超级玛丽#无积分#无需模拟器#100%值得收藏！

★游戏介绍：
我就是那个风靡全球20多年的红帽子水管工马里奥，采蘑菇、踩怪物、打BOSS、救公主，这都是我的拿手好戏。快跟我和我的兄弟路易基一起来冒险吧，我们就是威震江湖的超级玛丽兄弟！

★游戏特点功能：
1.有9个插槽保存游戏进度，保证快速通关！
2.可设置重力感应、虚拟按键、全屏模式、人物速度，几乎应有尽有！
3.支持蓝牙、WIFI联网对战，和朋友一起玩街机。

★★★操作提示★★★
1.启动后，按中间小键，就能“开始”游戏 -
2.游戏有迷宫，不能通关可找攻略 -
3.不能退出时，请按手机的“菜单键”选择“更多”就有“退出”按钮 -",http://i5.market.mi-img.com/download/AppStore/1a7047c4-9e2f-4833-bc01-ff51119d98fa/com.androidemu.harvemario.swnosigns.apk,1,6.4.7,3,δ֪,δ֪,δ֪,DoomApp,2015-01-05 20:00,超级玛丽,0,2.15M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/bf8f9063-8e6c-4cef-9106-e758f33186df
537,9,415947,1,δ֪,4,休闲创意,"【关于数据包】
 您的MIUI版本过低，还不支持游戏数据包。请升级MIUI到最新V5版本。

本应用来自百度。
【关于数据包】
游戏包含约1.09G数据包，请去该地址下载数据包：http://t.cn/RPXb4WM（建议PC端下载），下载完毕后请将数据包解压到该路径下：\sdcard\Android\obb，若无该路径可自行创建，随后可正常进入游戏。
【注意】
游戏已解锁付费内容

《恐怖传奇：被抛弃的新娘 Grim Legends: The Forsaken Bride》是一款冒险解密游戏，在一片幽暗的远古森林中，在迷雾峡谷的深处，坐落着孤单的鸦溪镇。那里的村民勤劳而快乐，但也相当迷信。他们用无数护身符环绕着村庄以防止邪灵入侵，因为在森林的另一头，有一个近乎无底的深坑，被人们称之为“深渊”。那里是鸦溪镇的村民最恐惧的地方…",http://i1.market.mi-img.com/download/AppStore/efa0b488-3d00-4e4e-9721-d23d8dcf0646/com.artifexmundi.grimlegends.gp.free.apk,1,1.0,5,δ֪,δ֪,δ֪,Artifex Mundi sp. z o.o.,2015-01-05 20:00,恐怖传奇：被抛弃的新娘,0,7.87M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/5e648ec6-526e-46ae-96a8-29d998b2178f
538,9,249477,1,δ֪,4,格斗快打,"经典的格斗游戏.KOF98没有单独的故事情节,是单纯的体会对战乐趣的游戏.这场被称为“永不休战的梦之战”的作品将前面各代的人气角色聚集一堂,共有50多位角色可以选用,收录了KOF系列除了藤堂香澄,高尼茨,如月影二,大蛇以及96BOSS队之外的所有角色.",http://file.market.xiaomi.com/download/AppStore/29df166b-89ec-42c6-91fe-9105477b90b7/com.mame.mmt.jbqhjb.apk,1,1.1.5,2,δ֪,δ֪,δ֪,doit,2015-01-05 20:00,98拳皇街霸,0,45.58M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/e9daa4db-033c-47ab-820c-be0e92084202
539,9,559494,1,δ֪,4,战争策略,"三国烽烟燃，乱世群雄起！逐鹿天下起，九州称雄时！  
    策略手游《王者战争-送孙权》11月“逐鹿天下”资料片震撼上线，以乱世三国为背景，根据真实历史故事撰写，为你构筑那原版三国的风云英雄！ 
    《王者战争-送孙权》不仅有常规的竞技赛场，竞技榜、匹配战让你体验竞技快感，更有全新热血赛场火爆来袭，跨服家族联赛全民动员，谁会为家族争夺至高荣耀！
    新版本福利大升级，各种奖励狂飚飞！七天登陆全面改革，银两、神器、金币疯狂送，掀起最强势的游戏免费风暴！更有高阶招募令、BOSS克星刘禅+审配、吴国皇帝孙权，带你打造史诗级的豪华阵容！
    【免费豪礼】再发力，五级就领魏国五子良将--徐晃，轻轻松松带你秒过图！新增一键答题，轻松获将魂，妈妈从此不用担心你的三国答题考试（有机会获得极品战将碎片）！招募CD减、减、减，神将招募根本停不下来！
    全民皆将，谁与争锋！跨服家族战烽火强势，血战三国沙场，争夺至尊荣耀！此次资料片更是增加了“加官进爵”玩法系统，拉风从此刻开始！
【特色玩法】
将星图，考验战斗才智！
精英关卡，展示排兵布阵！
竞技匹配战，彰显英雄本色！
强强掠夺战，燃烧战斗的热血！
杀南华诛邪道，与天争命是英雄！
斩贪官除污吏，除暴安良匡扶正义！
挑战家族BOSS，与兄弟姐妹保卫家族！
剧情关卡，重现三国故事情节与经典战役！
《王者战争-送孙权》之逐鹿天下，与三国名将征战九州！等你来战！",http://i4.market.mi-img.com/download/AppStore/8b69afe2-46c2-49f3-ab2e-96e9de6200bb/com.ay.mssg.mi.apk,1,5.6,3.5,δ֪,δ֪,δ֪,深圳市值尚互动科技有限公司,2015-01-05 20:00,王者战争-送孙权,0,75.66M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/47ee8d50-1b00-47fb-8e8a-082e6539752c
540,9,376101,1,δ֪,4,儿童益智,"听写，闯关，体验汉字之美；读诗，背词，学习古典文学。
寓教于乐的一款经典汉字学习类游戏。希望通过游戏，达到学习国学，快乐学习的目的。",http://i3.market.mi-img.com/download/AppStore/6f90cf7e-5ab6-4fa9-9677-756502586238/com.tingxie.apk,1,3.2.1,4,δ֪,δ֪,δ֪,56self,2015-01-05 20:00,中国汉字听写,0,5.45M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/f93d0b92-7819-4e00-b454-4d1ab07aec7b
541,11,138910,1,δ֪,4,网游RPG,"《上古传奇》是以中国上古神话为背景，以炎黄争雄共抗蚩尤为主线的玄幻题材ARPG游戏。各职业特色鲜明，技能特效炫酷，玩家可根据自己的喜好进行选择。同时通过丰富的游戏内剧情、自由的副本定制，更加完善的组队功能，给予玩家更为细腻的游戏体验。

《上古传奇》游戏特色：
 ☆ 流氓帮会，兄弟齐心，帮会将照耀着您
 ☆ 多样组队，组上老朋友，发现新朋友，大家一起前进在进步的路上
 ☆ 丰富副本，定制的副本，缺啥刷啥，谁说材料必须要买呢
 ☆ 24小时活动，参与有奖，难免有惊喜
 ☆ 组合技能，告别单调的乱按一通，组合更有趣
 ☆ 智能挂机，没时间看着，那就放着吧
 ☆ 炫酷坐骑，能给您的不只是速度
 ☆ 新手礼包，每日礼包，不会输在起跑线上
 ☆ VIP，总会给您贵宾待遇

欢迎各位参与讨论，共同谋划，《上古传奇》官方群：256371989",http://i1.market.mi-img.com/download/AppStore/09e0b752ee1374afc323c69c370f8f150dca98e13/com.ijimu.nexus.android.mi.apk,1,2.6,3,δ֪,δ֪,δ֪,北京掌酷科技,2015-01-05 20:00,上古传奇,0,98.82M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/e362cd1c-0f1b-481e-81bf-250890a8f2bb
542,11,78384,1,δ֪,4,网游RPG,"《擎天柱Online》是一款以变形金刚未来科幻世界为背景的手机卡牌类游戏，在保留了传统卡牌简便玩法的同时，又加入了新的游戏元素，让玩家可以体验不一样的手游。
游戏中不但玩法独特，游戏画面更是追求上乘，让玩家有如遨游太空的感觉，简洁的画面，华丽的特效更是游戏的一大特色。
2.游戏特色
◇绿色手游，免费玩家也可携兵遨游。
◇画面精致，金属风格尽显末日色彩；
◇战斗震撼，流畅操作不失华丽特效；
◇影漫结合，浩瀚星海英雄伴您左右；
◇战阵布阵，万千英雄战役战无不胜；
◇探索奇遇，休闲娱乐亦可喜得资源；
◇英雄特训，技压群雄唯我长胜不败；",http://i3.market.mi-img.com/download/AppStore/ff9421eb-2b2d-4191-bc3a-26ab9b3ca44e/com.crhd.transformers.mi.apk,1,1.0,2.5,δ֪,δ֪,δ֪,超然互娱,2015-01-05 20:00,擎天柱Online,0,71.2M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/363ad4e9-7ed4-4f94-855d-1e6c049b83f0
543,11,49706,1,δ֪,4,战争策略,"""梦想的驱动，财富的蛊惑，威震西洋的三宝太监郑和、玩世不恭的加勒比传奇海盗杰克、狂野刚烈又柔情似水的红发海盗女王卡特琳娜，一个个赫赫有名的传奇船长等着你的召唤！成为你的左臂右膀，为你掌舵扬帆于天海之间，探索于未知之地！尽在《航海争霸》!

客服电话：0591-87085785
客服邮箱：menweegame@gmail.com""",http://i4.market.mi-img.com/download/AppStore/5fee6b44-044e-4f72-9f44-5439f91fc92a/com.menwee.hhzb.mi.apk,1,1.8,3.5,δ֪,δ֪,δ֪,福建博瑞网络科技有限公司,2015-01-05 20:00,航海争霸,0,60.88M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/b2d1a7f0-1a7d-4ef8-8e6e-f123f6878285
544,11,33196,1,δ֪,4,战争策略,《封神群英传》是一款以商灭周兴为背景的横版即时战略手机网游，游戏融入卡牌元素配合2D画风，在战斗中采用独特的手操技能及兵种、布阵克敌等策略玩法，让玩家置身于百人PK的火爆场景，再现排山倒海、撒豆成兵的神话世界！,http://i3.market.mi-img.com/download/AppStore/a885db99-ea45-448d-a698-6c90c0ce9614/com.tiangua.fs.mi.apk,1,1.0,3,δ֪,δ֪,δ֪,甜瓜在线,2015-01-05 20:00,封神群英传,0,89.74M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/dcb53661-f5c7-48f0-b575-8ce1aecc6029
545,11,55876,1,δ֪,4,网游RPG,"《三国哪家强》是史上最逗的三国题材萌版回合制格斗手游！

百种萌逗的三国人物卡通造型！

千种任意搭配的华丽技能组合！

趣味十足的关卡，炫出你的精彩！ 

技能搭配的乐趣，玩出你的个性！

更有萌态百出的十二生肖伴你助阵！

史上最强的三国题材手游，没有之一！

现在下载游戏更有小米4、万元大奖等你拿！

赶快拿起你的手机，叫上你的小伙伴儿，一起回到三国，征战沙场！三国哪家强！只有你最强！",http://i2.market.mi-img.com/download/AppStore/00354b44b173143533f0fbaed720ce49bfc218dd0/com.wingjoys.mdsg2.mi.apk,1,1.1,4,δ֪,δ֪,δ֪,北京中作盛源文化传媒有限公司,2015-01-05 20:00,三国哪家强-下载送元宝,0,83.04M,http://file.market.xiaomi.com/thumbnail/jpeg/l120/AppStore/00aee840834aa4cfb06ad12fd4c334c4c51f7cd56
